,name,isVisible,dataType,processVariableId,filter,__typename,view,process
1101,GR Document Year,True,CHOICE,gr-document-year-21,,SubjectViewColumn,defaultview-133,00_DEMO - Invoice-to-Pay for SAP S/4 HANA (DO NOT CHANGE)
1102,GR Quantity,True,NUMBER,gr-quantity-21,,SubjectViewColumn,defaultview-133,00_DEMO - Invoice-to-Pay for SAP S/4 HANA (DO NOT CHANGE)
1103,GR Reference Material Document ID,True,CHOICE,gr-reference-material-documen-55,,SubjectViewColumn,defaultview-133,00_DEMO - Invoice-to-Pay for SAP S/4 HANA (DO NOT CHANGE)
1104,GR Reference Material Document Item,True,CHOICE,gr-reference-material-documen-56,,SubjectViewColumn,defaultview-133,00_DEMO - Invoice-to-Pay for SAP S/4 HANA (DO NOT CHANGE)
1105,GR Reference Material Document Year,True,CHOICE,gr-reference-material-documen-57,,SubjectViewColumn,defaultview-133,00_DEMO - Invoice-to-Pay for SAP S/4 HANA (DO NOT CHANGE)
1106,GR Reference PO Document ID,True,CHOICE,gr-reference-po-document-id-21,,SubjectViewColumn,defaultview-133,00_DEMO - Invoice-to-Pay for SAP S/4 HANA (DO NOT CHANGE)
1107,GR Reference PO Document Item,True,CHOICE,gr-reference-po-document-item-21,,SubjectViewColumn,defaultview-133,00_DEMO - Invoice-to-Pay for SAP S/4 HANA (DO NOT CHANGE)
1108,Inv. Accounting Document Date,True,DATE_TIME,inv-accounting-document-date-15,,SubjectViewColumn,defaultview-133,00_DEMO - Invoice-to-Pay for SAP S/4 HANA (DO NOT CHANGE)
1109,Inv. Accounting Document Number,True,CHOICE,inv-accounting-document-numbe-15,,SubjectViewColumn,defaultview-133,00_DEMO - Invoice-to-Pay for SAP S/4 HANA (DO NOT CHANGE)
1110,Inv. Amount Eligible for Cash Discount in Document Currency,True,NUMBER,inv-amount-eligible-for-cash--15,,SubjectViewColumn,defaultview-133,00_DEMO - Invoice-to-Pay for SAP S/4 HANA (DO NOT CHANGE)
1111,Inv. Amount in Document Currency,True,NUMBER,inv-amount-in-document-curren-15,,SubjectViewColumn,defaultview-133,00_DEMO - Invoice-to-Pay for SAP S/4 HANA (DO NOT CHANGE)
1112,Inv. Amount in Local Currency,True,NUMBER,inv-amount-in-local-currency-13,,SubjectViewColumn,defaultview-133,00_DEMO - Invoice-to-Pay for SAP S/4 HANA (DO NOT CHANGE)
1113,Inv. Amount in Second Local Currency,True,NUMBER,inv-amount-in-second-local-cu-1,,SubjectViewColumn,defaultview-133,00_DEMO - Invoice-to-Pay for SAP S/4 HANA (DO NOT CHANGE)
1114,Inv. Amount in Third Local Currency,True,NUMBER,inv-amount-in-third-local-cur-1,,SubjectViewColumn,defaultview-133,00_DEMO - Invoice-to-Pay for SAP S/4 HANA (DO NOT CHANGE)
1115,Inv. Cash Discount Amount in Document Currency,True,NUMBER,inv-cash-discount-amount-in-d-15,,SubjectViewColumn,defaultview-133,00_DEMO - Invoice-to-Pay for SAP S/4 HANA (DO NOT CHANGE)
1116,Inv. Cash Discount Amount in Local Currency,True,NUMBER,inv-cash-discount-amount-in-l-13,,SubjectViewColumn,defaultview-133,00_DEMO - Invoice-to-Pay for SAP S/4 HANA (DO NOT CHANGE)
1117,Inv. Client,True,CHOICE,inv-client-15,,SubjectViewColumn,defaultview-133,00_DEMO - Invoice-to-Pay for SAP S/4 HANA (DO NOT CHANGE)
1118,Inv. Company Code,True,CHOICE,inv-company-code-15,,SubjectViewColumn,defaultview-133,00_DEMO - Invoice-to-Pay for SAP S/4 HANA (DO NOT CHANGE)
1119,Inv. Company Code Text,True,CHOICE,inv-company-code-text-15,,SubjectViewColumn,defaultview-133,00_DEMO - Invoice-to-Pay for SAP S/4 HANA (DO NOT CHANGE)
1120,Inv. Converted USD Amount,True,NUMBER,inv-converted-usd-amount-15,,SubjectViewColumn,defaultview-133,00_DEMO - Invoice-to-Pay for SAP S/4 HANA (DO NOT CHANGE)
1121,Inv. Converted USD Amount Eligible for Cash Discount,True,NUMBER,inv-converted-usd-amount-elig-15,,SubjectViewColumn,defaultview-133,00_DEMO - Invoice-to-Pay for SAP S/4 HANA (DO NOT CHANGE)
1122,Inv. Converted USD Cash Discount Amount,True,NUMBER,inv-converted-usd-cash-discou-15,,SubjectViewColumn,defaultview-133,00_DEMO - Invoice-to-Pay for SAP S/4 HANA (DO NOT CHANGE)
1123,Inv. Creation User,True,CHOICE,inv-creation-user-15,,SubjectViewColumn,defaultview-133,00_DEMO - Invoice-to-Pay for SAP S/4 HANA (DO NOT CHANGE)
1124,Inv. Creation User Type,True,CHOICE,inv-creation-user-type-15,,SubjectViewColumn,defaultview-133,00_DEMO - Invoice-to-Pay for SAP S/4 HANA (DO NOT CHANGE)
1125,Inv. Currency Key,True,CHOICE,inv-currency-key-15,,SubjectViewColumn,defaultview-133,00_DEMO - Invoice-to-Pay for SAP S/4 HANA (DO NOT CHANGE)
1126,Inv. Currency Key for the Group Currency,True,CHOICE,inv-currency-key-for-the-grou-8,,SubjectViewColumn,defaultview-133,00_DEMO - Invoice-to-Pay for SAP S/4 HANA (DO NOT CHANGE)
1127,Inv. Currency Key of Second Local Currency,True,CHOICE,inv-currency-key-of-second-lo-8,,SubjectViewColumn,defaultview-133,00_DEMO - Invoice-to-Pay for SAP S/4 HANA (DO NOT CHANGE)
1128,Inv. Currency Key of Third Local Currency,True,CHOICE,inv-currency-key-of-third-loc-7,,SubjectViewColumn,defaultview-133,00_DEMO - Invoice-to-Pay for SAP S/4 HANA (DO NOT CHANGE)
1129,Inv. Date,True,DATE_TIME,inv-date-15,,SubjectViewColumn,defaultview-133,00_DEMO - Invoice-to-Pay for SAP S/4 HANA (DO NOT CHANGE)
1130,Inv. Document Status,True,CHOICE,inv-document-status-9,,SubjectViewColumn,defaultview-133,00_DEMO - Invoice-to-Pay for SAP S/4 HANA (DO NOT CHANGE)
1131,Inv. Document Type,True,CHOICE,inv-document-type-15,,SubjectViewColumn,defaultview-133,00_DEMO - Invoice-to-Pay for SAP S/4 HANA (DO NOT CHANGE)
1132,Inv. Document Type Text,True,CHOICE,inv-document-type-text-15,,SubjectViewColumn,defaultview-133,00_DEMO - Invoice-to-Pay for SAP S/4 HANA (DO NOT CHANGE)
1133,Inv. Exchange rate,True,NUMBER,inv-exchange-rate-15,,SubjectViewColumn,defaultview-133,00_DEMO - Invoice-to-Pay for SAP S/4 HANA (DO NOT CHANGE)
1134,Inv. Exchange Rate Type,True,CHOICE,inv-exchange-rate-type-15,,SubjectViewColumn,defaultview-133,00_DEMO - Invoice-to-Pay for SAP S/4 HANA (DO NOT CHANGE)
1135,Inv. Fiscal Year,True,CHOICE,inv-fiscal-year-15,,SubjectViewColumn,defaultview-133,00_DEMO - Invoice-to-Pay for SAP S/4 HANA (DO NOT CHANGE)
1136,Inv. Group Currency Exchange Rate,True,NUMBER,inv-group-currency-exchange-r-8,,SubjectViewColumn,defaultview-133,00_DEMO - Invoice-to-Pay for SAP S/4 HANA (DO NOT CHANGE)
1137,Inv. Local Currency,True,CHOICE,inv-local-currency-15,,SubjectViewColumn,defaultview-133,00_DEMO - Invoice-to-Pay for SAP S/4 HANA (DO NOT CHANGE)
